                                        Waterbody                 Watershed  avg_risk_score  percent_unsafe  severe_cases
847                                 Assabet River          Concord (SuAsCo)        0.538462       46.153846             0
102                               Weweantic River              Buzzards Bay        0.533333       53.333333             0
209                                Matfield River                   Taunton        0.529412       47.058824             0
720                                Metacomet Lake               Connecticut        0.521739       26.086957             4
585                            Quinsigamond River                Blackstone        0.510638       55.813953             0
570                              Monatiquot River           Weymouth & Weir        0.500000       50.000000             0
10                                 Angeline Brook              Buzzards Bay        0.500000       50.000000             0
716                           Silver Spring Brook                Blackstone        0.500000      100.000000             0
704                                  Sucker Brook                  Chicopee        0.500000       50.000000             0
1080                             Nonacoicus Brook                    Nashua        0.500000       33.333333             0
317                               Salisbury Brook                   Taunton        0.500000      100.000000             0
693                                  Fuller Brook                   Charles        0.500000       60.000000             0
1269                               Lawrence Brook                   Millers        0.500000       50.000000             0
1092                           Catacoonamug Brook                    Nashua        0.500000       50.000000             0
374                      East Brimfield Reservoir                 Quinebaug        0.500000       30.000000             5
1095                              Shawsheen River                 Shawsheen        0.500000       66.666667             0
327                             Rock Meadow Brook                Blackstone        0.500000       50.000000             0
551                                   Broad Brook                  Chicopee        0.500000       50.000000             0
569                              Monatiquot River           Weymouth & Weir        0.500000       50.000000             0
553                                  Accord Brook           Weymouth & Weir        0.500000       50.000000             0
642                                 Charles River                   Charles        0.500000       50.000000             0
340                                    Pond Brook                Farmington        0.500000       50.000000             0
729                             Unnamed Tributary                  Chicopee        0.500000      100.000000             0
1119                             Pearl Hill Brook                    Nashua        0.500000       50.000000             0
1155                                 Beaver Brook                   Millers        0.500000       50.000000             0
1125                            Unnamed Tributary                   Millers        0.500000       50.000000             0
202                             Unnamed Tributary                   Taunton        0.500000      100.000000             0
1152                                   Field Pond                   Ipswich        0.500000       25.000000             1
750                                 Charles River                   Charles        0.500000       50.000000             0
730                                Danforth Brook                  Chicopee        0.500000       50.000000             0
1304                                   Mill River                    Parker        0.500000       50.000000             0
960                                Moccasin Brook                  Chicopee        0.500000       50.000000             0
82                                Upper Mill Pond                  Cape Cod        0.500000       41.666667             1
218                                Ten Mile River                  Ten Mile        0.500000       50.000000             0
221                                  Peters River                Blackstone        0.500000       50.000000             1
934                             Unnamed Tributary          Concord (SuAsCo)        0.500000       50.000000             0
920                                   Dugan Brook          Concord (SuAsCo)        0.500000       50.000000             0
984                             Unnamed Tributary                  Chicopee        0.500000       50.000000             0
894                  East Branch Housatonic River                Housatonic        0.500000       50.000000             0
242                                     Fox Brook                Blackstone        0.500000       50.000000             0
885                                  Nashua River                    Nashua        0.500000       37.500000             0
883                              Housatonic River                Housatonic        0.500000       50.000000             0
874                                    Ware River                  Chicopee        0.500000       66.666667             0
1008                                Nashoba Brook          Concord (SuAsCo)        0.500000       33.333333             0
301                             Unnamed Tributary               Connecticut        0.500000       50.000000             0
840                              Housatonic River                Housatonic        0.500000       50.000000             0
265                                 Emerson Brook                Blackstone        0.500000       50.000000             0
1029                                Manning Brook                  Chicopee        0.500000       50.000000             0
805                                   Stony Brook                   Charles        0.500000       60.000000             0
55                                      Long Pond                  Cape Cod        0.500000       31.428571             5
1043                                  Smith Brook                    Nashua        0.500000      100.000000             0
285                          Shumatuscacant River                   Taunton        0.500000       50.000000             0
52                           Shingle Island River              Buzzards Bay        0.500000       50.000000             0
769                                Fivemile River                  Chicopee        0.500000       50.000000             0
763                             Cold Harbor Brook          Concord (SuAsCo)        0.500000       66.666667             0
128                             Segreganset River                   Taunton        0.500000       50.000000             0
1229                                Howlett Brook                   Ipswich        0.500000       50.000000             0
525                            Quinsigamond River                Blackstone        0.500000       50.000000             0
697                                  Meadow Brook                  Chicopee        0.500000       50.000000             0
478                                   Pequot Pond                 Westfield        0.500000       50.000000             8
1195                                Millers River                   Millers        0.500000       56.000000             0
424                              Blackstone River                Blackstone        0.500000       50.000000             0
414                            Moose Meadow Brook                 Westfield        0.500000       50.000000             0
1175                            Squannacook River                    Nashua        0.490909       55.102041             0
125                                    Great Pond                  Cape Cod        0.478261       39.130435             9
657                             Nashawannuck Pond               Connecticut        0.478261       50.000000            10
439                          Lower Spectacle Pond                Farmington        0.476190       23.809524             3
231                                Satucket River                   Taunton        0.470588       41.176471             0
312                                   Trout Brook                   Taunton        0.466667       46.666667             0
1100                                  Lyons Brook                   Millers        0.466667       53.846154             0
281                         Salisbury Plain River                   Taunton        0.466667       46.666667             0
79                                 Acushnet River              Buzzards Bay        0.466667       40.000000             0
1150                                  Otter River                   Millers        0.466667       46.666667             0
1315                    Upper Artichoke Reservoir                 Merrimack        0.461538       46.153846             4
292                                 Rumford River                   Taunton        0.454545       45.454545             0
293                                   Canoe River                   Taunton        0.454545       45.454545             0
243                                  Stetson Pond                   Taunton        0.454545       36.363636             7
359                              Drinkwater River             South Coastal        0.454545       36.363636             0
583                              Blackstone River                Blackstone        0.454545       45.283019             0
159                             Unnamed Tributary             South Coastal        0.454545       45.454545             0
489                                   Pequot Pond                 Westfield        0.450980       43.137255            18
177                               Sevenmile River                  Ten Mile        0.444444       44.444444             0
262                             Poor Meadow Brook                   Taunton        0.444444       57.142857             0
211                                Ten Mile River                  Ten Mile        0.444444       44.444444             0
147                               Sevenmile River                  Ten Mile        0.444444       44.444444             0
193                                Ten Mile River                  Ten Mile        0.444444       33.333333             0
169                                Ten Mile River                  Ten Mile        0.444444       44.444444             0
1083                            Unnamed Tributary             North Coastal        0.444444       44.444444             0
425                                 Cochato River           Weymouth & Weir        0.428571       28.571429             0
623                               Sevenmile River                  Chicopee        0.428571       42.857143             0
843                                    Boons Pond          Concord (SuAsCo)        0.428571       28.571429             5
611                                   Swift River                  Chicopee        0.428571       42.857143             0
167                                 Taunton River                   Taunton        0.421053       36.842105             0
1143                                Millers River                   Millers        0.416667       50.000000             0
358                               Quinebaug River                 Quinebaug        0.409091       40.909091             0
466                                    Horse Pond                 Westfield        0.400000       40.000000             1
549                                 Charles River                   Charles        0.400000       40.000000             0
709                               Poor Farm Brook                Blackstone        0.400000       50.000000             0
703                              Goose Pond Brook                Housatonic        0.400000       40.000000             0
1212                                  North River                 Deerfield        0.400000       33.333333             0
844                                 Sudbury River          Concord (SuAsCo)        0.400000       50.000000             2
311                               Salisbury Brook                   Taunton        0.400000       40.000000             0
113                               Clear Run Brook  Narragansett Bay (Shore)        0.400000      100.000000             0
935                                 Sudbury River          Concord (SuAsCo)        0.400000       33.333333             0
136                    East Branch (Palmer River)  Narragansett Bay (Shore)        0.400000       66.666667             0
461                                 Charles River                   Charles        0.400000      100.000000             0
421                                 Cochato River           Weymouth & Weir        0.400000       20.000000             0
792                                    Fort River               Connecticut        0.400000       40.000000             0
612                               Pine Tree Brook                  Neponset        0.400000       66.666667             0
33                              Paskamanset River              Buzzards Bay        0.400000      100.000000             0
355                                   North River             South Coastal        0.384615       30.769231             0
850                                 Assabet River          Concord (SuAsCo)        0.384615       38.461538             0
469                                 Herring River             South Coastal        0.384615       38.461538             0
219                               Congamond Lakes                 Westfield        0.380952       38.095238             7
1022                                Nashoba Brook          Concord (SuAsCo)        0.377778       37.209302             0
1219                      West Branch Tully River                   Millers        0.375000       50.000000             0
865                                  Mystic River                    Mystic        0.375000       42.857143             0
322                            Green Harbor River             South Coastal        0.375000       50.000000             0
1127                            Unnamed Tributary                    Nashua        0.375000       50.000000             0
1045                                   Queen Lake                  Chicopee        0.375000       20.833333             2
331                                   Muddy Brook                Blackstone        0.375000       37.500000             0
1280                                Baldpate Pond                    Parker        0.375000       25.000000             2
1108                           North Nashua River                    Nashua        0.375000       50.000000             0
944                                    Onota Lake                Housatonic        0.375000       37.500000             2
386                                  Beaver Brook                  Neponset        0.375000       50.000000             0
544                                Tubwreck Brook                  Neponset        0.375000       50.000000             0
546                                Neponset River                  Neponset        0.375000       46.153846             0
658                               Sevenmile River                  Chicopee        0.370370       38.461538             0
336                                     York Lake                Farmington        0.368421       36.842105             6
43                                   Santuit Pond                  Cape Cod        0.363636       40.000000             1
927                        East Branch Ware River                  Chicopee        0.363636       36.363636             0
757                                 Assabet River          Concord (SuAsCo)        0.363636       36.363636             0
886                                 Assabet River          Concord (SuAsCo)        0.361702       37.777778             0
1164                               Nabnasset Pond                 Merrimack        0.347826       34.782609             6
155                                Ten Mile River                  Ten Mile        0.333333       33.333333             0
1117                                Whitman River                    Nashua        0.333333       33.333333             0
435                          Second Herring Brook             South Coastal        0.333333       33.333333             0
671                             Unnamed Tributary                  Chicopee        0.333333       33.333333             0
140                                 Taunton River                   Taunton        0.333333       26.666667             0
1178                            Unnamed Tributary                   Ipswich        0.333333       33.333333             0
631                                     Shaw Pond                Farmington        0.333333       33.333333             4
817                                Amethyst Brook               Connecticut        0.333333       60.000000             0
1174                                  Keyup Brook                   Millers        0.333333       33.333333             0
108                                Snipatuit Pond              Buzzards Bay        0.333333       33.333333             0
152                                     Eel River             South Coastal        0.333333       33.333333             0
613                           Forget-Me-Not Brook                  Chicopee        0.333333       33.333333             0
249                                  Meadow Brook                   Taunton        0.333333       26.666667             0
503                                 Pecunit Brook                  Neponset        0.333333       33.333333             0
12                             Coonamessett River                  Cape Cod        0.333333       33.333333             0
633                             Unnamed Tributary                  Chicopee        0.333333       33.333333             0
144                                Ten Mile River                  Ten Mile        0.333333       22.222222             0
917                               Doolittle Brook               Connecticut        0.333333       33.333333             0
143                                Ten Mile River                  Ten Mile        0.333333       33.333333             0
577                             Cold Spring Brook          Concord (SuAsCo)        0.333333       33.333333             0
1272                                 Windsor Lake                    Hoosic        0.333333       33.333333             5
268                                 Emerson Brook                Blackstone        0.333333       35.294118             0
161                             Unnamed Tributary                  Ten Mile        0.333333       50.000000             0
770                                    Ware River                  Chicopee        0.333333       33.333333             0
115                             White Island Pond              Buzzards Bay        0.324324       32.926829             4
985                                Bare Hill Pond                    Nashua        0.318182       18.181818             3
215                               Round Top Brook                Blackstone        0.315789       31.578947             0
818                                 Assabet River          Concord (SuAsCo)        0.307692       30.769231             0
205                                 Taunton River                   Taunton        0.307692       30.769231             0
1173         Boston Brook/Upper Boston Brook Pond                   Ipswich        0.307692       23.076923             0
863                                 Assabet River          Concord (SuAsCo)        0.307692       30.769231             0
781                                 Assabet River          Concord (SuAsCo)        0.307692       30.769231             0
396                                 Hopping Brook                   Charles        0.300000       22.222222             0
638                             Unnamed Tributary                   Charles        0.300000       30.000000             0
119                             White Island Pond              Buzzards Bay        0.300000             inf             0
134                    West Branch (Palmer River)  Narragansett Bay (Shore)        0.300000       33.333333             0
1184                                  Stony Brook                 Merrimack        0.300000       50.000000             0
955   Roaring Brook/Roaring Brook Upper Reservoir               Connecticut        0.282051       28.205128            10
943                       West Branch Swift River                  Chicopee        0.275362       94.736842             0
457                                    West River                Blackstone        0.272727       25.000000             0
203                                   Jones River             South Coastal        0.272727       27.272727             0
691                                    Goose Pond                Housatonic        0.272727       18.181818             1
350                               Iron Mine Brook             South Coastal        0.272727       27.272727             0
418                                Mary Lee Brook           Weymouth & Weir        0.272727       33.333333             0
50                                      Long Pond                  Cape Cod        0.263158       21.052632             1
1140                                Millers River                   Millers        0.260870       27.272727             0
487                                   Benton Pond                Farmington        0.254902       25.490196             8
884                               Elizabeth Brook          Concord (SuAsCo)        0.250000       33.333333             0
1189                            Unnamed Tributary                 Shawsheen        0.250000       50.000000             0
28                                  Mashpee River                  Cape Cod        0.250000       33.333333             0
109                                  Torrey Creek  Narragansett Bay (Shore)        0.250000       25.000000             0
747                                 Sudbury River          Concord (SuAsCo)        0.250000       25.862069             0
66                               Quequechan River    Mount Hope Bay (Shore)        0.250000       33.333333             0
206                                    Town River                   Taunton        0.250000       25.000000             0
440                               Old Swamp River           Weymouth & Weir        0.250000       16.666667             0
972                                Wekepeke Brook                    Nashua        0.250000       33.333333             0
723                             Unnamed Tributary                Blackstone        0.250000       25.000000             0
197                         Mulberry Meadow Brook                   Taunton        0.250000       25.000000             0
451                                Reservoir Pond                  Neponset        0.250000       25.000000             0
431                                    Stop River                   Charles        0.250000       30.000000             0
896                       East Branch Swift River                  Chicopee        0.250000       25.000000             0
306                                    Cady Brook                 Quinebaug        0.250000       33.333333             0
93                                     Cole River    Mount Hope Bay (Shore)        0.250000       25.000000             0
176                                  Bungay River                  Ten Mile        0.250000       25.000000             0
480                                    West River                Blackstone        0.250000       25.000000             0
741                                    Ware River                  Chicopee        0.250000       25.000000             0
454                                  Warren Brook                Blackstone        0.250000       25.000000             0
289                                 Rumford River                   Taunton        0.250000       33.333333             0
123                                 Runnins River  Narragansett Bay (Shore)        0.250000       50.000000             0
811                                     Hop Brook          Concord (SuAsCo)        0.250000       33.333333             0
592                                  Kettle Brook                Blackstone        0.250000       33.333333             0
777                                    Ware River                  Chicopee        0.250000       25.000000             0
405                              Wellington Brook                    French        0.250000       33.333333             0
846                                   North Brook          Concord (SuAsCo)        0.250000       25.000000             0
116                             White Island Pond              Buzzards Bay        0.247423       23.076923             4
786                                     Long Pond                  Chicopee        0.238095       14.285714             2
11                     West Branch Westport River              Buzzards Bay        0.235294       30.769231             1
903                                 Sudbury River          Concord (SuAsCo)        0.230769       23.076923             0
661                                   Swift River                  Chicopee        0.230769       24.000000             0
333                                   South River             South Coastal        0.230769       15.384615             0
1036                                  Mirror Lake                    Nashua        0.222222       22.222222             2
235                              Blackstone River                Blackstone        0.222222       22.222222             0
208                                    Town River                   Taunton        0.222222       28.571429             0
210                               Monponsett Pond                   Taunton        0.221311       15.254237             7
234                              Blackstone River                Blackstone        0.216216       24.242424             0
933                                   Gaston Pond                  Chicopee        0.214286       14.285714             0
373                                    Cady Brook                 Quinebaug        0.204545       20.930233             0
498                                    Mill River           Weymouth & Weir        0.200000       20.000000             0
283                              Blackstone River                Blackstone        0.200000       20.000000             0
515                                    Mill River           Weymouth & Weir        0.200000       20.000000             0
61                                  Copicut River              Buzzards Bay        0.200000       20.000000             0
232                              Blackstone River                Blackstone        0.200000       10.000000             0
512                               Old Swamp River           Weymouth & Weir        0.200000       20.000000             0
411                                Neponset River                  Neponset        0.200000       25.000000             0
389                                    Stop River                   Charles        0.200000       20.000000             0
1303                      East Branch North River                 Deerfield        0.200000       33.333333             0
967                  East Branch Housatonic River                Housatonic        0.200000       50.000000             0
56                             Mattapoisett River              Buzzards Bay        0.200000       33.333333             0
511                                Ponkapoag Pond                  Neponset        0.200000       13.333333             0
563                                 Dopping Brook                   Charles        0.200000       20.000000             0
298                          Shumatuscacant River                   Taunton        0.200000       33.333333             0
673                                 Assabet River          Concord (SuAsCo)        0.200000       20.000000             0
831                                   Yokun Brook                Housatonic        0.200000       25.000000             0
323                                 Pudding Brook             South Coastal        0.200000       33.333333             0
582                                Williams River                Housatonic        0.200000       25.000000             0
1213                                   Cold River                 Deerfield        0.200000       33.333333             0
878                                 Assabet River          Concord (SuAsCo)        0.200000       21.428571             0
1020                            Unnamed Tributary                 Deerfield        0.200000       50.000000             0
444                                  Potash Brook                 Westfield        0.200000       25.000000             0
779                              Housatonic River                Housatonic        0.200000       20.000000             0
166                                Billington Sea             South Coastal        0.194444       30.000000             2
728                                  Arcadia Lake               Connecticut        0.187500       20.000000             0
764                              Stockbridge Bowl                Housatonic        0.181818       18.181818             1
827                                   Trout Brook                    Nashua        0.181818       25.000000             0
565                           Weymouth Back River           Weymouth & Weir        0.181818       18.181818             0
1210                                Concord River          Concord (SuAsCo)        0.176471       17.647059             0
644                  Kettle Brook Reservoir No. 1                Blackstone        0.176471       11.764706             2
690                                    Ware River                  Chicopee        0.166667       16.666667             0
652                                 Tatnuck Brook                Blackstone        0.166667       16.666667             0
1053                           Catacoonamug Brook                    Nashua        0.166667       16.666667             0
645                 Middle Branch Westfield River                 Westfield        0.166667       20.000000             0
280                                  Furnace Pond             South Coastal        0.166667       18.181818             1
348                                 French Stream             South Coastal        0.166667       16.666667             0
1110                                  James Brook                    Nashua        0.166667       16.666667             0
830                                    Mill River               Connecticut        0.166667       16.666667             0
488                               Cranberry Brook           Weymouth & Weir        0.166667       16.666667             0
1148                                  Keyup Brook                   Millers        0.166667       20.000000             0
771                               Malagasco Brook                    Nashua        0.166667       16.666667             0
796                                 Sudbury River          Concord (SuAsCo)        0.153846       15.384615             0
643                                 Sudbury River          Concord (SuAsCo)        0.153846       15.384615             0
1134                                Millers River                   Millers        0.153846       18.181818             0
1231                                Ipswich River                   Ipswich        0.153846       15.384615             0
958                                 Concord River          Concord (SuAsCo)        0.153846       15.384615             0
945                                 Assabet River          Concord (SuAsCo)        0.153846       15.384615             0
54                             South Watuppa Pond    Mount Hope Bay (Shore)        0.142857       14.285714             2
434                                  Center Brook                Blackstone        0.142857       20.000000             0
579                         East Brookfield River                  Chicopee        0.142857       14.285714             0
1062                                 Nashua River                    Nashua        0.142857       16.666667             0
133                                  Halfway Pond              Buzzards Bay        0.136364       13.636364             0
1106                           River Meadow Brook          Concord (SuAsCo)        0.136364       15.000000             1
139                               Threemile River                   Taunton        0.133333       13.333333             0
901                                 Assabet River          Concord (SuAsCo)        0.133333       13.333333             0
173                                  Wading River                   Taunton        0.133333       13.333333             0
284                                 Stevens Brook                 Quinebaug        0.125000       16.666667             0
1064                           Catacoonamug Brook                    Nashua        0.125000       16.666667             0
953                                   Onota Brook                Housatonic        0.125000       12.500000             0
261                               Breakneck Brook                 Quinebaug        0.125000       16.666667             0
397                             Unnamed Tributary                 Quinebaug        0.125000       16.666667             0
1182                              West Gulf Brook                   Millers        0.125000       16.666667             0
517                                    Mill Brook                  Neponset        0.125000       16.666667             0
1024                            Unnamed Tributary          Concord (SuAsCo)        0.125000       50.000000             0
347                             Unnamed Tributary                    French        0.125000       16.666667             0
997                                  Nashua River                    Nashua        0.125000       12.500000             0
1160                                  Jacks Brook                   Millers        0.125000       16.666667             0
1263                                Willard Brook                    Nashua        0.125000       14.285714             0
1075                                Whitman River                    Nashua        0.125000       16.666667             0
1317                                Cobbler Brook                 Merrimack        0.125000       16.666667             0
1167                                 Mulpus Brook                    Nashua        0.125000       16.666667             0
681                                    West Brook                Blackstone        0.125000       12.500000             0
224                              Blackstone River                Blackstone        0.125000       12.500000             0
929                                   Swift River                 Westfield        0.125000       14.285714             0
1313                                 Little River                 Merrimack        0.125000       16.666667             0
1312                                Johnson Creek                 Merrimack        0.125000       16.666667             0
442                                  Little River                    French        0.125000       16.666667             0
669                                  Weston Brook               Connecticut        0.125000       12.500000             0
662                                Neponset River                  Neponset        0.125000       20.000000             0
1037                              Monoosnoc Brook                    Nashua        0.125000       16.666667             0
902                               Elizabeth Brook          Concord (SuAsCo)        0.125000       16.666667             0
318                                 Mumford River                Blackstone        0.125000       12.500000             0
629      West Branch Walker Brook/Robin Hood Lake                 Westfield        0.111111       11.111111             2
212                               Monponsett Pond                   Taunton        0.111111        7.633588             5
492                                Chicopee River                  Chicopee        0.111111       12.500000             0
1305                    North Branch Hoosic River                    Hoosic        0.111111       11.111111             0
1185                                Alewife Brook             North Coastal        0.111111       11.111111             0
1283                                  Paull Brook                    Hoosic        0.111111       16.666667             0
603                                    Ware River                  Chicopee        0.111111       11.320755             0
1288                                 Hoosic River                    Hoosic        0.111111       11.111111             0
18                                    Snell Creek              Buzzards Bay        0.111111       11.111111             0
394                                Chicopee Brook                  Chicopee        0.100000       14.285714             0
78                                   Walkers Pond                  Cape Cod        0.100000       10.000000             0
419                                 Chicken Brook                   Charles        0.100000       11.111111             0
338                                  Beaver Brook                   Charles        0.100000       11.111111             0
900             Southwest Branch Housatonic River                Housatonic        0.100000       12.500000             0
1103                                 Mulpus Brook                    Nashua        0.100000       14.285714             0
616                                   Stony Brook               Connecticut        0.100000       10.000000             0
337                             Indian Head River             South Coastal        0.090909        9.090909             0
371                           Third Herring Brook             South Coastal        0.090909        9.090909             0
190                                 Rumford River                   Taunton        0.090909        9.090909             0
17                                    Snell Creek              Buzzards Bay        0.090909        9.090909             0
992                            North Nashua River                    Nashua        0.089286        9.259259             0
685                                 Lampson Brook               Connecticut        0.083333        8.333333             0
1079                                 Hoosic River                    Hoosic        0.083333       11.111111             0
447                                    Pond Brook                 Westfield        0.083333       16.666667             0
86                                Lower Mill Pond                  Cape Cod        0.083333        8.333333             0
1217                                Concord River          Concord (SuAsCo)        0.080000        9.523810             0
217                                 Rumford River                   Taunton        0.076923        7.692308             0
1120                                Concord River          Concord (SuAsCo)        0.076923        7.692308             0
1071                                Concord River          Concord (SuAsCo)        0.076923        7.692308             0
762                                    Fort River               Connecticut        0.066667        6.666667             0
1243                  Nashua River/Pepperell Pond                    Nashua        0.066667        6.666667             1
165                               Threemile River                   Taunton        0.066667        6.666667             0
802                                    Mill River               Connecticut        0.058824        5.882353             0
1289                                 Dunbar Brook                 Deerfield        0.052632        8.333333             0
251                                  Browns Brook                 Quinebaug        0.052632       25.000000             0
237                                  French River                    French        0.045455        4.545455             0
911                                  Nashua River                    Nashua        0.043478        4.545455             1
276                                  French River                    French        0.022727        2.380952             0
233                               Quinebaug River                 Quinebaug        0.022222        2.272727             0
1252                                 Nashua River                    Nashua        0.020833        2.173913             0
841                             Unnamed Tributary                  Chicopee        0.020000      100.000000             0
483                                 Quaboag River                  Chicopee        0.019231        1.960784             0
1162                               Fourmile Brook               Connecticut        0.000000        0.000000             0
1104                           North Nashua River                    Nashua        0.000000        0.000000             0
1073                                 Bently Brook                Kinderhook        0.000000        0.000000             0
45                                    Bumps River                  Cape Cod        0.000000             NaN             0
9                                     Witch Brook                   Islands        0.000000             NaN             0
1284                                   Mill Brook               Connecticut        0.000000        0.000000             0
13                                      Red Brook                  Cape Cod        0.000000             NaN             0
1310                                  Broad Brook                    Hoosic        0.000000             NaN             0
990                               Westfield Brook                 Westfield        0.000000        0.000000             0
1239                           Stodge Meadow Pond                 Merrimack        0.000000        0.000000             0
23                                     Quaker Run                  Cape Cod        0.000000             NaN             0
1237                                 Hoosic River                    Hoosic        0.000000        0.000000             0
987                             Unnamed Tributary               Connecticut        0.000000             NaN             0
1236                               Gravelly Brook                   Ipswich        0.000000        0.000000             0
1240                                 Hoosic River                    Hoosic        0.000000        0.000000             0
8                                Paint Mill Brook                   Islands        0.000000             NaN             0
1186                                 Nashua River                    Nashua        0.000000        0.000000             0
1309                                  Broad Brook                    Hoosic        0.000000             NaN             0
1156                                Clesson Brook                 Deerfield        0.000000        0.000000             0
1069                              Ellinwood Brook                   Millers        0.000000        0.000000             0
1187                      East Branch Green River                    Hoosic        0.000000        0.000000             0
1001                                 Stones Brook                 Westfield        0.000000        0.000000             0
1157                                  Clark Brook                 Deerfield        0.000000        0.000000             0
67                                  Herring River                  Cape Cod        0.000000             NaN             0
1227                                 Rogers Brook                 Shawsheen        0.000000             NaN             0
1306                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1307                                Jackman Brook                    Parker        0.000000        0.000000             0
1218                                    Dry Brook               Connecticut        0.000000        0.000000             0
1070                                Wickett Brook                   Millers        0.000000             NaN             0
1215                              Southwick Brook                    Hoosic        0.000000        0.000000             0
22                               Buttonwood Brook              Buzzards Bay        0.000000        0.000000             0
999                                    Shaw Brook                 Westfield        0.000000        0.000000             0
68                              Unnamed Tributary              Buzzards Bay        0.000000             NaN             0
1214                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1107                                Content Brook                 Shawsheen        0.000000             NaN             0
1105                                 Nashua River                    Nashua        0.000000        0.000000             0
1161                                 Tophet Brook                    Hoosic        0.000000        0.000000             0
1308                                  Broad Brook                    Hoosic        0.000000        0.000000             0
1235                                Howlett Brook                   Ipswich        0.000000             NaN             0
986                               Westfield River                 Westfield        0.000000             NaN             0
1311                            Unnamed Tributary                    Hoosic        0.000000             NaN             0
1266                                 Hopper Brook                    Hoosic        0.000000        0.000000             0
1271                            Connecticut River               Connecticut        0.000000        0.000000             0
1086                                  Baker Brook                    Nashua        0.000000        0.000000             0
1230                                 Hopper Brook                    Hoosic        0.000000             NaN             0
1176                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1194                                  Green River                    Hoosic        0.000000        0.000000             0
1177                                 Hoosic River                    Hoosic        0.000000        0.000000             0
970                              Long Plain Brook               Connecticut        0.000000        0.000000             0
969                                  Meadow Brook                 Westfield        0.000000        0.000000             0
968      East Branch Housatonic River/Center Pond                Housatonic        0.000000             NaN             0
1179                                   Fall River               Connecticut        0.000000        0.000000             0
1085                           North Nashua River                    Nashua        0.000000        0.000000             0
1084                                  South Brook                    Hoosic        0.000000        0.000000             0
1081                            Unnamed Tributary          Concord (SuAsCo)        0.000000        0.000000             0
1180                                 Miller Brook                    Hoosic        0.000000        0.000000             0
15                                   Childs River                  Cape Cod        0.000000             NaN             0
965                  East Branch Housatonic River                Housatonic        0.000000        0.000000             0
1181                                 Bozrah Brook                 Deerfield        0.000000        0.000000             0
1193                                 Hoosic River                    Hoosic        0.000000        0.000000             0
2                                   Roaring Brook                   Islands        0.000000             NaN             0
1220                                  Green River                 Deerfield        0.000000        0.000000             0
1087                                 Dragon Brook                 Deerfield        0.000000             NaN             0
1207                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1234                               Gravelly Brook                   Ipswich        0.000000             NaN             0
1172                                   Fall River               Connecticut        0.000000        0.000000             0
983                               Westfield Brook                 Westfield        0.000000        0.000000             0
1206                                 Hoosic River                    Hoosic        0.000000        0.000000             0
982                               Westfield Brook                 Westfield        0.000000             NaN             0
1096                                  Lyons Brook                   Millers        0.000000             NaN             0
1094                              Westfield River                 Westfield        0.000000        0.000000             0
75                              Unnamed Tributary                  Cape Cod        0.000000             NaN             0
978                          Wahconah Falls Brook                Housatonic        0.000000        0.000000             0
4                                  Tiasquam River                   Islands        0.000000             NaN             0
1233                                 Hoosic River                    Hoosic        0.000000        0.000000             0
977                                  Chapel Brook                 Deerfield        0.000000        0.000000             0
39                              Unnamed Tributary                  Cape Cod        0.000000             NaN             0
1267                                  Green River                    Hoosic        0.000000        0.000000             0
1089                                Kitchen Brook                    Hoosic        0.000000        0.000000             0
975                                    Mill Brook                 Westfield        0.000000             NaN             0
42                           Marstons Mills River                  Cape Cod        0.000000             NaN             0
1168                                 Mulpus Brook                    Nashua        0.000000        0.000000             0
1169                                   Fall River               Connecticut        0.000000        0.000000             0
41                                   Lovells Pond                  Cape Cod        0.000000             NaN             0
3                                  Tiasquam River                   Islands        0.000000             NaN             0
1278                                 Sucker Brook                    Nashua        0.000000        0.000000             0
1302                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1003                                Sawmill River               Connecticut        0.000000             NaN             0
1251                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1191                      East Branch Green River                    Hoosic        0.000000        0.000000             0
1287                                  Green River                    Hoosic        0.000000        0.000000             0
49                                   Hamblin Pond                  Cape Cod        0.000000        0.000000             0
1058                                  Lyons Brook                   Millers        0.000000             NaN             0
1190                               Hinsdale Brook                 Deerfield        0.000000        0.000000             0
1126                                Wheeler Brook                 Deerfield        0.000000        0.000000             0
1059                            Hallockville Pond                 Deerfield        0.000000        0.000000             0
1060                              Westfield River                 Westfield        0.000000        0.000000             0
1282                              West Wait Brook               Connecticut        0.000000             NaN             0
1129                                 Beaver Brook                   Millers        0.000000             NaN             0
1030                                  South River                 Deerfield        0.000000        0.000000             0
1111                                Content Brook                 Shawsheen        0.000000        0.000000             0
1132                                 Nashua River                    Nashua        0.000000        0.000000             0
1253                      East Branch North River                 Deerfield        0.000000        0.000000             0
1028                              Westfield River                 Westfield        0.000000             NaN             0
6                                  Tiasquam River                   Islands        0.000000             NaN             0
1290                            Nissitissit River                    Nashua        0.000000             NaN             0
1025                                   Mill Brook                 Westfield        0.000000        0.000000             0
1216                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1201                                   Cold River                 Deerfield        0.000000        0.000000             0
1056                                 Nashua River                    Nashua        0.000000        0.000000             0
1254                            Nissitissit River                    Nashua        0.000000        0.000000             0
