                                        Waterbody                 Watershed  avg_risk_score  percent_unsafe  severe_cases
1118                                Whitman River                    Nashua        0.000000        0.000000             0
1051                                Sawmill River               Connecticut        0.000000        0.000000             0
1050                             Kinderhook Creek                Kinderhook        0.000000        0.000000             0
1115                                  Green River                 Deerfield        0.000000        0.000000             0
1049                               Billings Brook                 Westfield        0.000000        0.000000             0
1258                                Foundry Brook                 Deerfield        0.000000        0.000000             0
1198                               Chickley River                 Deerfield        0.000000        0.000000             0
1257                              East Glen Brook                 Deerfield        0.000000        0.000000             0
1052                           North Nashua River                    Nashua        0.000000        0.000000             0
1259                      West Branch North River                 Deerfield        0.000000        0.000000             0
1200                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1255                                 Beaver Brook                 Merrimack        0.000000        0.000000             0
1054                             Kinderhook Creek                Kinderhook        0.000000        0.000000             0
14                              Unnamed Tributary                  Cape Cod        0.000000             NaN             0
1199                                   Fish Brook                   Ipswich        0.000000             NaN             0
1042                                  South River                 Deerfield        0.000000             NaN             0
1041                           North Nashua River                    Nashua        0.000000        0.000000             0
1121                           North Nashua River                    Nashua        0.000000        0.000000             0
1122                            Unnamed Tributary                    Nashua        0.000000        0.000000             0
1261                                  Green River                    Hoosic        0.000000        0.000000             0
1136                                 Mulpus Brook                    Nashua        0.000000             NaN             0
1068                            Unnamed Tributary                   Millers        0.000000        0.000000             0
1137                                Bassett Brook                    Hoosic        0.000000             NaN             0
1014                                Concord River          Concord (SuAsCo)        0.000000        0.000000             0
27                                  Herring Brook              Buzzards Bay        0.000000             NaN             0
7                                  Tiasquam River                   Islands        0.000000             NaN             0
1013                               Creamery Brook                 Deerfield        0.000000        0.000000             0
1297                                 Buxton Brook                    Hoosic        0.000000        0.000000             0
5                                  Tiasquam River                   Islands        0.000000             NaN             0
1011                                  South River                 Deerfield        0.000000        0.000000             0
1299                              Louisiana Brook               Connecticut        0.000000             NaN             0
1010                                   Fall Brook                    Nashua        0.000000             NaN             0
1009                         Cranberry Pond Brook               Connecticut        0.000000        0.000000             0
1067                                Shingle Brook                 Deerfield        0.000000        0.000000             0
1007                                 Poland Brook                 Deerfield        0.000000        0.000000             0
1188                      East Branch Green River                    Hoosic        0.000000             NaN             0
1006                                  Giles Brook                  Chicopee        0.000000        0.000000             0
1153                               Phillips Brook                    Nashua        0.000000        0.000000             0
1300                               Shattuck Brook               Connecticut        0.000000        0.000000             0
1285                    North Branch Hoosic River                    Hoosic        0.000000        0.000000             0
1242                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1005                                   Mill Brook                 Westfield        0.000000        0.000000             0
1262                                 Hopper Brook                    Hoosic        0.000000        0.000000             0
1245                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1246                                 Hoosic River                    Hoosic        0.000000        0.000000             0
1248                                   Cold River                 Deerfield        0.000000        0.000000             0
1082                                   Bear River                 Deerfield        0.000000             NaN             0
1138                                Bassett Brook                    Hoosic        0.000000        0.000000             0
1139                      East Branch Green River                    Hoosic        0.000000             NaN             0
1250                                 Beaver Brook                 Merrimack        0.000000        0.000000             0
1063                                   Pond Brook               Connecticut        0.000000        0.000000             0
47                                   Santuit Pond                  Cape Cod        0.000000             NaN             0
1019                                   Mill River               Connecticut        0.000000        0.000000             0
1018                                   Mill River               Connecticut        0.000000        0.000000             0
1017                                   Town Brook                Housatonic        0.000000        0.000000             0
1296                                  Green River                 Deerfield        0.000000        0.000000             0
1066                            Unnamed Tributary               Connecticut        0.000000        0.000000             0
1294                                 Nashua River                    Nashua        0.000000        0.000000             0
1016                                   Town Brook                Housatonic        0.000000        0.000000             0
19                                 Quashnet River                  Cape Cod        0.000000             NaN             0
1144                                  Green River                 Deerfield        0.000000        0.000000             0
1295                                 Thorne Brook                 Deerfield        0.000000        0.000000             0
1145                            Unnamed Tributary                   Ipswich        0.000000             NaN             0
1247                      West Branch North River                 Deerfield        0.000000        0.000000             0
1292                                  Green River                    Hoosic        0.000000        0.000000             0
767                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
961                                 Roaring Brook               Connecticut        0.000000             NaN             0
493                                  Benton Brook                Farmington        0.000000        0.000000             0
438                                   Kings Brook                  Chicopee        0.000000        0.000000             0
441                                  Fuller Brook                  Chicopee        0.000000        0.000000             0
446                                   Penny Brook                  Chicopee        0.000000             NaN             0
449                                    Pond Brook                 Westfield        0.000000        0.000000             0
453                                Neponset River                  Neponset        0.000000        0.000000             0
188                                Ten Mile River                  Ten Mile        0.000000        0.000000             0
458                                 Quaboag River                  Chicopee        0.000000        0.000000             0
459                           Blodgett Mill Brook                  Chicopee        0.000000        0.000000             0
460                                  Rawson Brook                Housatonic        0.000000        0.000000             0
463                                   Hawes Brook                  Neponset        0.000000        0.000000             0
467                             Cold Spring Brook                Blackstone        0.000000        0.000000             0
468                                    Clam River                Farmington        0.000000             NaN             0
471                                Chicopee River                  Chicopee        0.000000        0.000000             0
474                                Bogastow Brook                   Charles        0.000000        0.000000             0
475                                   Green River                Housatonic        0.000000        0.000000             0
477                                 Quaboag River                  Chicopee        0.000000        0.000000             0
485                               Old Swamp River           Weymouth & Weir        0.000000        0.000000             0
486                              Singletary Brook                Blackstone        0.000000        0.000000             0
490                                   Stage Brook                 Westfield        0.000000        0.000000             0
437                                Chicopee River                  Chicopee        0.000000        0.000000             0
436                                     Arm Brook                 Westfield        0.000000             NaN             0
433                                    Clam River                Farmington        0.000000        0.000000             0
408                             Unnamed Tributary                  Chicopee        0.000000             NaN             0
391                                  Little River                 Westfield        0.000000        0.000000             0
392                               Westfield River                 Westfield        0.000000        0.000000             0
395                                    Clam River                Farmington        0.000000             NaN             0
398                            Moose Meadow Brook                 Westfield        0.000000        0.000000             0
402                             Unnamed Tributary                 Quinebaug        0.000000             NaN             0
404                            Moose Meadow Brook                 Westfield        0.000000        0.000000             0
406                              Housatonic River                Housatonic        0.000000        0.000000             0
407                             Unnamed Tributary                  Chicopee        0.000000             NaN             0
409                             Unnamed Tributary                  Chicopee        0.000000             NaN             0
432                                    Fall River                Farmington        0.000000        0.000000             0
412                              Twelvemile Brook                  Chicopee        0.000000        0.000000             0
415                                 Hubbard Brook                Housatonic        0.000000             NaN             0
416                                Chicopee River                  Chicopee        0.000000        0.000000             0
422                                  Bottle Brook                  Chicopee        0.000000        0.000000             0
426                  West Branch Farmington River                Farmington        0.000000        0.000000             0
427                                Chicopee River                  Chicopee        0.000000        0.000000             0
429                                   East Branch                  Neponset        0.000000        0.000000             0
430                                  Pequid Brook                  Neponset        0.000000        0.000000             0
491                                  Cronin Brook                Blackstone        0.000000        0.000000             0
184                                    Town Brook             South Coastal        0.000000        0.000000             0
581                                 Roaring Brook                 Westfield        0.000000        0.000000             0
497                             Unnamed Tributary           Weymouth & Weir        0.000000             NaN             0
538                            Moose Meadow Brook                 Westfield        0.000000        0.000000             0
172                               Threemile River                   Taunton        0.000000        0.000000             0
171                                  Wading River                   Taunton        0.000000        0.000000             0
548                  West Branch Farmington River                Farmington        0.000000        0.000000             0
550                                 Quaboag River                  Chicopee        0.000000        0.000000             0
552                                   Swift River                  Chicopee        0.000000        0.000000             0
170                                    Abbott Run                Blackstone        0.000000        0.000000             0
168                                Fourmile Brook                  Ten Mile        0.000000        0.000000             0
557                                 Quaboag River                  Chicopee        0.000000        0.000000             0
558                               Purgatory Brook                  Neponset        0.000000             NaN             0
560                                   Moose Brook               Connecticut        0.000000        0.000000             0
566                               Cranberry River                  Chicopee        0.000000        0.000000             0
567                                 Buttery Brook               Connecticut        0.000000             NaN             0
568                                 Buttery Brook               Connecticut        0.000000             NaN             0
571                                  Sewall Brook                   Charles        0.000000             NaN             0
573                                     Red Brook               Connecticut        0.000000             NaN             0
574                                  O'Neil Brook                  Chicopee        0.000000        0.000000             0
575                                 Quaboag River                  Chicopee        0.000000        0.000000             0
163                                    Abbott Run                Blackstone        0.000000             NaN             0
174                                 Sawmill Brook                   Taunton        0.000000        0.000000             0
536                                    Ware River                  Chicopee        0.000000        0.000000             0
175                                  Wading River                   Taunton        0.000000        0.000000             0
513                                 Pecunit Brook                  Neponset        0.000000        0.000000             0
500                          Spectacle Pond Brook                Farmington        0.000000             NaN             0
501                                Bogastow Brook                   Charles        0.000000        0.000000             0
502                             Unnamed Tributary                  Chicopee        0.000000        0.000000             0
504                                    Mill Brook                  Neponset        0.000000        0.000000             0
506                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
181                                Ten Mile River                  Ten Mile        0.000000        0.000000             0
508                                    Ware River                  Chicopee        0.000000        0.000000             0
509                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
516                                 Quaboag River                  Chicopee        0.000000        0.000000             0
529                                     Eel River           Weymouth & Weir        0.000000             NaN             0
518                                    Mill Brook                  Neponset        0.000000             NaN             0
519                                 Dimmock Brook                Farmington        0.000000             NaN             0
520                             Unnamed Tributary                Farmington        0.000000        0.000000             0
521                                    Mill Brook                   Charles        0.000000        0.000000             0
180                                  Wading River                   Taunton        0.000000        0.000000             0
523                             Unnamed Tributary                Farmington        0.000000        0.000000             0
179                                  Wading River                   Taunton        0.000000        0.000000             0
526                                    Farm River           Weymouth & Weir        0.000000             NaN             0
388                                 Charles River                   Charles        0.000000             NaN             0
387                                 Charles River                   Charles        0.000000             NaN             0
385                                    Pond Brook                 Westfield        0.000000        0.000000             0
194                                  Scotts Brook                  Ten Mile        0.000000        0.000000             0
263                                 Scantic River               Connecticut        0.000000        0.000000             0
264                                   Sandy Brook                Farmington        0.000000        0.000000             0
266                                 Scadden Brook                Blackstone        0.000000        0.000000             0
267                                  Beaver Brook                   Taunton        0.000000        0.000000             0
270                                  Slocum Brook                Farmington        0.000000        0.000000             0
271                                 Scantic River               Connecticut        0.000000        0.000000             0
273                                 Scantic River               Connecticut        0.000000             NaN             0
274                                  Temple Brook               Connecticut        0.000000             NaN             0
277                                  Temple Brook               Connecticut        0.000000             NaN             0
282                                Konkapot River                Housatonic        0.000000        0.000000             0
286                              Housatonic River                Housatonic        0.000000        0.000000             0
288                                     Dix Brook                   Charles        0.000000        0.000000             0
290                                 Hatchet Brook                 Quinebaug        0.000000        0.000000             0
291                                 Scantic River               Connecticut        0.000000        0.000000             0
294                                 Hubbard Brook                Farmington        0.000000        0.000000             0
295                             Centerville Brook                Blackstone        0.000000             NaN             0
296                                 Hubbard Brook                Farmington        0.000000        0.000000             0
207                             Unnamed Tributary                Blackstone        0.000000        0.000000             0
299                  West Branch Farmington River                Farmington        0.000000        0.000000             0
260                                  Valley Brook                Farmington        0.000000        0.000000             0
259                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
258                                    Mill River                Blackstone        0.000000        0.000000             0
236                                  Peters River                Blackstone        0.000000        0.000000             0
216                                    Mill River                Blackstone        0.000000        0.000000             0
213                                 Rumford River                   Taunton        0.000000        0.000000             0
222                               Hockomock River                   Taunton        0.000000        0.000000             0
223                              Blackstone River                Blackstone        0.000000        0.000000             0
227                         Mulberry Meadow Brook                   Taunton        0.000000        0.000000             0
228                                   Silver Lake             South Coastal        0.000000             NaN             0
229                                     Fox Brook                Blackstone        0.000000        0.000000             0
230                                   Rocky Brook                 Quinebaug        0.000000             NaN             0
240                                  Peters River                Blackstone        0.000000        0.000000             0
257                                    Pond Brook                Farmington        0.000000             NaN             0
241                               Quinebaug River                 Quinebaug        0.000000        0.000000             0
244                                   Bacon Brook                Blackstone        0.000000             NaN             0
245                             Unnamed Tributary                Blackstone        0.000000             NaN             0
250                     White Oak Brook/Reservoir                   Taunton        0.000000             NaN             0
252                              Longmeadow Brook               Connecticut        0.000000        0.000000             0
253                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
255                                 Hubbard Brook                Farmington        0.000000        0.000000             0
256                                 Hubbard Brook                Farmington        0.000000             NaN             0
300                                 Wellman Brook                Blackstone        0.000000        0.000000             0
302                             Unnamed Tributary                Blackstone        0.000000             NaN             0
305                                Konkapot River                Housatonic        0.000000        0.000000             0
198                                   Canoe River                   Taunton        0.000000        0.000000             0
354                                    Buck River                Farmington        0.000000        0.000000             0
357                                 French Stream             South Coastal        0.000000        0.000000             0
360                                 Schenob Brook                Housatonic        0.000000        0.000000             0
361                                Konkapot River                Housatonic        0.000000        0.000000             0
362                               Umpachene River                Housatonic        0.000000        0.000000             0
363                                 Hubbard Brook                Housatonic        0.000000        0.000000             0
364                              Powdermill Brook                 Westfield        0.000000        0.000000             0
199                             Connecticut River               Connecticut        0.000000        0.000000             0
368                                Chicopee Brook                  Chicopee        0.000000             NaN             0
352                                Bashbish Brook                  Bashbish        0.000000        0.000000             0
369                               Westfield River                 Westfield        0.000000        0.000000             0
375                                  Little River                 Westfield        0.000000        0.000000             0
196                                  Russell Pond             South Coastal        0.000000        0.000000             0
378                                Chicopee Brook                  Chicopee        0.000000             NaN             0
195                                  Scotts Brook                  Ten Mile        0.000000        0.000000             0
380                                Chicopee Brook                  Chicopee        0.000000             NaN             0
382                                    Cook Brook                 Westfield        0.000000        0.000000             0
383                                Chicopee Brook                  Chicopee        0.000000        0.000000             0
353                               Westfield River                 Westfield        0.000000        0.000000             0
346                                  Ashley Brook                 Westfield        0.000000        0.000000             0
307                             Unnamed Tributary                Blackstone        0.000000             NaN             0
325                               Westfield River                 Westfield        0.000000        0.000000             0
308                                Ames Long Pond                   Taunton        0.000000        0.000000             0
310                  West Branch Farmington River                Farmington        0.000000        0.000000             0
313                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
315                                  Valley Brook                Farmington        0.000000        0.000000             0
319                                  Conant Brook                  Chicopee        0.000000        0.000000             0
320                                Neponset River                  Neponset        0.000000        0.000000             0
321                                   Great Brook                 Westfield        0.000000        0.000000             0
324                             Ashley Hill Brook                  Bashbish        0.000000             NaN             0
328                               Westfield River                 Westfield        0.000000        0.000000             0
345                                  Silver Brook                Farmington        0.000000        0.000000             0
329                                 Mumford River                Blackstone        0.000000        0.000000             0
330                                Chicopee Brook                  Chicopee        0.000000        0.000000             0
332                                    Mill River               Connecticut        0.000000        0.000000             0
334                                    Clam River                Farmington        0.000000        0.000000             0
335                                   Sandy Brook                Farmington        0.000000             NaN             0
339                                    Clam River                Farmington        0.000000             NaN             0
342                                    Munn Brook                 Westfield        0.000000        0.000000             0
344                                Chicopee Brook                  Chicopee        0.000000        0.000000             0
578                               Westfield River                 Westfield        0.000000        0.000000             0
586                   West Branch Westfield River                 Westfield        0.000000        0.000000             0
957                  East Branch Housatonic River                Housatonic        0.000000             NaN             0
861                                  Wards Stream                 Westfield        0.000000        0.000000             0
815                                    Fort River               Connecticut        0.000000        0.000000             0
816                                   Pratt Brook                  Chicopee        0.000000        0.000000             0
819                                Amethyst Brook               Connecticut        0.000000        0.000000             0
820                                  Malden Brook                    Nashua        0.000000             NaN             0
822                                 Webster Brook                 Westfield        0.000000        0.000000             0
823                                   Ashley Lake                Housatonic        0.000000        0.000000             0
825                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
826                                   Yokun Brook                Housatonic        0.000000             NaN             0
828                              Quinapoxet River                    Nashua        0.000000        0.000000             0
832                                  Purgee Brook                  Chicopee        0.000000        0.000000             0
833                                  Cherry Brook                   Charles        0.000000        0.000000             0
835                               Westfield River                 Westfield        0.000000             NaN             0
838                        West Branch Mill River               Connecticut        0.000000             NaN             0
848                                   West Branch                 Westfield        0.000000        0.000000             0
849                 Middle Branch Westfield River                 Westfield        0.000000        0.000000             0
852                                   West Branch                 Westfield        0.000000        0.000000             0
854                                   West Branch                 Westfield        0.000000             NaN             0
856                             Unnamed Tributary                  Chicopee        0.000000        0.000000             0
859                                   Tower Brook                 Westfield        0.000000        0.000000             0
812                                  Burrow Brook                  Chicopee        0.000000        0.000000             0
810                                   Moose Brook                  Chicopee        0.000000        0.000000             0
809                                  Wards Stream                 Westfield        0.000000        0.000000             0
790                                   Kinne Brook                 Westfield        0.000000        0.000000             0
776                                  Little River                 Westfield        0.000000             NaN             0
778                 Middle Branch Westfield River                 Westfield        0.000000        0.000000             0
780                          Roberts Meadow Brook               Connecticut        0.000000             NaN             0
783                          Roberts Meadow Brook               Connecticut        0.000000             NaN             0
784                                Glendale Brook                 Westfield        0.000000        0.000000             0
785                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
787                                     Hop Brook               Connecticut        0.000000             NaN             0
789                                 Charles River                   Charles        0.000000             NaN             0
791                                    Ware River                  Chicopee        0.000000        0.000000             0
808                                  Watts Stream                 Westfield        0.000000        0.000000             0
795                                    Cone Brook                Housatonic        0.000000        0.000000             0
798                                   Gates Brook                    Nashua        0.000000             NaN             0
799                                Prescott Brook                  Chicopee        0.000000        0.000000             0
801                                    Ware River                  Chicopee        0.000000        0.000000             0
803                                 Charles River                   Charles        0.000000             NaN             0
804                              Quinapoxet River                    Nashua        0.000000             NaN             0
806                                 Charles River                   Charles        0.000000             NaN             0
807                                  Watts Stream                 Westfield        0.000000        0.000000             0
860                              Stillwater River                    Nashua        0.000000             NaN             0
862                            Russellville Brook               Connecticut        0.000000        0.000000             0
587                              Housatonic River                Housatonic        0.000000        0.000000             0
864                            Russellville Brook               Connecticut        0.000000        0.000000             0
918                              Long Plain Brook               Connecticut        0.000000             NaN             0
921                                 Roaring Brook               Connecticut        0.000000        0.000000             0
90                                Kickamuit River    Mount Hope Bay (Shore)        0.000000        0.000000             0
923                                   Smith Brook                Housatonic        0.000000        0.000000             0
924                             Unnamed Tributary                  Chicopee        0.000000        0.000000             0
925                               Westfield River                 Westfield        0.000000        0.000000             0
928                                  Stones Brook                 Westfield        0.000000        0.000000             0
931                                    Mill River               Connecticut        0.000000        0.000000             0
932                  East Branch Housatonic River                Housatonic        0.000000             NaN             0
88                                Kickamuit River    Mount Hope Bay (Shore)        0.000000        0.000000             0
937                             Unnamed Tributary          Concord (SuAsCo)        0.000000        0.000000             0
938                                 Roaring Brook               Connecticut        0.000000        0.000000             0
940                                  Meadow Brook                 Westfield        0.000000        0.000000             0
947                             Connecticut River               Connecticut        0.000000        0.000000             0
948                                 Rutland Brook                  Chicopee        0.000000        0.000000             0
949                  East Branch Housatonic River                Housatonic        0.000000             NaN             0
84                              Unnamed Tributary                  Cape Cod        0.000000             NaN             0
951                                    Mill River               Connecticut        0.000000        0.000000             0
956                                     Hop Brook                  Chicopee        0.000000        0.000000             0
91                               Springhill Creek                  Cape Cod        0.000000             NaN             0
915                              Stillwater River                    Nashua        0.000000        0.000000             0
914                                  Nashua River                    Nashua        0.000000        0.000000             0
99                                    Lewin Brook    Mount Hope Bay (Shore)        0.000000        0.000000             0
869                                 Cushman Brook               Connecticut        0.000000        0.000000             0
870                                   West Branch                 Westfield        0.000000        0.000000             0
871                        East Branch Ware River                  Chicopee        0.000000        0.000000             0
873                             Unnamed Tributary                    Mystic        0.000000             NaN             0
877                        West Branch Mill River               Connecticut        0.000000        0.000000             0
879                                 Sackett Brook                Housatonic        0.000000        0.000000             0
887                              Long Plain Brook               Connecticut        0.000000        0.000000             0
888                              Long Plain Brook               Connecticut        0.000000             NaN             0
95                              Unnamed Tributary                  Cape Cod        0.000000             NaN             0
912                                    Mill River               Connecticut        0.000000        0.000000             0
895                             Unnamed Tributary               Connecticut        0.000000             NaN             0
898                                 Roaring Brook               Connecticut        0.000000             NaN             0
899                                 Canesto Brook                  Chicopee        0.000000        0.000000             0
904                               Westfield River                 Westfield        0.000000        0.000000             0
905                                   Trout Brook                 Westfield        0.000000             NaN             0
906                  West Branch Housatonic River                Housatonic        0.000000        0.000000             0
907                             Unnamed Tributary                  Chicopee        0.000000        0.000000             0
908                             Unnamed Tributary                  Chicopee        0.000000        0.000000             0
775                                  Brewer Brook               Connecticut        0.000000             NaN             0
768                                 Sudbury River          Concord (SuAsCo)        0.000000        0.000000             0
766                                 Chaffee Brook                  Chicopee        0.000000             NaN             0
765                             Connecticut River               Connecticut        0.000000        0.000000             0
627                                   Stony Brook               Connecticut        0.000000        0.000000             0
151                                    Mill River                   Taunton        0.000000        0.000000             0
632                                     Hop Brook                Housatonic        0.000000        0.000000             0
634                                  Noanet Brook                   Charles        0.000000             NaN             0
637                               Sanderson Brook                 Westfield        0.000000        0.000000             0
641                                   White Brook               Connecticut        0.000000             NaN             0
646                                  Shales Brook                Farmington        0.000000        0.000000             0
648                 Middle Branch Westfield River                 Westfield        0.000000        0.000000             0
649                                  Tucker Brook               Connecticut        0.000000        0.000000             0
650                                 Tatnuck Brook                Blackstone        0.000000        0.000000             0
653                             Turkey Hill Brook                  Chicopee        0.000000        0.000000             0
654                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
146                                    Mill River                   Taunton        0.000000        0.000000             0
659                     North Branch Manhan River               Connecticut        0.000000        0.000000             0
1                                  Tiasquam River                   Islands        0.000000             NaN             0
663                               Pine Tree Brook                  Neponset        0.000000        0.000000             0
664                                Bachelor Brook               Connecticut        0.000000        0.000000             0
665                                Bachelor Brook               Connecticut        0.000000        0.000000             0
666                                     Hop Brook                Housatonic        0.000000        0.000000             0
625                                 Roaring Brook                  Chicopee        0.000000        0.000000             0
624                                   Broad Brook               Connecticut        0.000000        0.000000             0
622                                Neponset River                  Neponset        0.000000        0.000000             0
604                                  Middle River                Blackstone        0.000000        0.000000             0
591                             Unnamed Tributary                   Charles        0.000000        0.000000             0
156                               Sevenmile River                  Ten Mile        0.000000        0.000000             0
595                                    Weir River           Weymouth & Weir        0.000000        0.000000             0
154                                     Eel River             South Coastal        0.000000        0.000000             0
598                                    Ware River                  Chicopee        0.000000        0.000000             0
599                             Unnamed Tributary                  Chicopee        0.000000        0.000000             0
600                                  Middle River                Blackstone        0.000000        0.000000             0
602                   West Branch Westfield River                 Westfield        0.000000        0.000000             0
605                                 Roaring Brook                 Westfield        0.000000             NaN             0
620                           Forget-Me-Not Brook                  Chicopee        0.000000        0.000000             0
606                                  Manhan River               Connecticut        0.000000        0.000000             0
607                                  Manhan River               Connecticut        0.000000             NaN             0
608                                    Weir River           Weymouth & Weir        0.000000        0.000000             0
609                                  Manhan River               Connecticut        0.000000        0.000000             0
610                                    Weir River           Weymouth & Weir        0.000000        0.000000             0
614                                  Thomas Brook                Farmington        0.000000        0.000000             0
615                                  Sargent Pond                    French        0.000000        0.000000             0
619                                    West Brook                Housatonic        0.000000        0.000000             0
667                             Turkey Hill Brook                  Chicopee        0.000000        0.000000             0
668                               Westfield River                 Westfield        0.000000        0.000000             0
670                                Beartown Brook                Housatonic        0.000000        0.000000             0
744                                     Hop Brook               Connecticut        0.000000             NaN             0
725                                    Ware River                  Chicopee        0.000000        0.000000             0
731                               Westfield River                 Westfield        0.000000        0.000000             0
732                                    Fish Brook                  Chicopee        0.000000        0.000000             0
735                                    Mill River               Connecticut        0.000000        0.000000             0
130                                  Palmer River  Narragansett Bay (Shore)        0.000000        0.000000             0
739                                 Factory Brook                 Westfield        0.000000        0.000000             0
742                                 Parsons Brook               Connecticut        0.000000             NaN             0
743                 Middle Branch Westfield River                 Westfield        0.000000        0.000000             0
745                             Unnamed Tributary          Concord (SuAsCo)        0.000000             NaN             0
719                                   Kinne Brook                 Westfield        0.000000        0.000000             0
746                                  Sewall Brook                Blackstone        0.000000        0.000000             0
748                                   Kinne Brook                 Westfield        0.000000             NaN             0
753                             Unnamed Tributary               Connecticut        0.000000             NaN             0
754                     Washington Mountain Brook                Housatonic        0.000000        0.000000             0
756                             Unnamed Tributary               Connecticut        0.000000             NaN             0
758                             Shaker Mill Brook                 Westfield        0.000000        0.000000             0
760                             Shaker Mill Brook                 Westfield        0.000000             NaN             0
761                                   Yokum Brook                 Westfield        0.000000        0.000000             0
724                                 Parsons Brook               Connecticut        0.000000             NaN             0
718                   West Branch Westfield River                 Westfield        0.000000             NaN             0
672                                Beartown Brook                Housatonic        0.000000        0.000000             0
684                             Unnamed Tributary               Connecticut        0.000000             NaN             0
674                              Housatonic River                Housatonic        0.000000        0.000000             0
675                               Westfield River                 Westfield        0.000000             NaN             0
676                             Unnamed Tributary               Connecticut        0.000000        0.000000             0
677                                  Walker Brook                 Westfield        0.000000        0.000000             0
678                                Bachelor Brook               Connecticut        0.000000        0.000000             0
680                                   Elmer Brook               Connecticut        0.000000        0.000000             0
682                                 Lampson Brook               Connecticut        0.000000        0.000000             0
683                     North Branch Manhan River               Connecticut        0.000000        0.000000             0
686                                   Elmer Brook               Connecticut        0.000000        0.000000             0
712                                   Stony Brook          Concord (SuAsCo)        0.000000        0.000000             0
687                                  Jabish Brook                  Chicopee        0.000000        0.000000             0
688                                  Manhan River               Connecticut        0.000000        0.000000             0
692                             Lake Quinsigamond                Blackstone        0.000000             NaN             0
696                                  Manhan River               Connecticut        0.000000             NaN             0
701                             Unnamed Tributary                  Chicopee        0.000000        0.000000             0
142                                   Fresh Brook                  Cape Cod        0.000000             NaN             0
706                               Larrywaug Brook                Housatonic        0.000000        0.000000             0
707                 Middle Branch Westfield River                 Westfield        0.000000             NaN             0
0                                      Mill Brook                   Islands        0.000000             NaN             0
